Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Guyana,GUY,Child malnutrition,5.51.01.02.malnut,..,1,1,0.66667,0.66667,0.66667,1,0.66667,1,0.66667,0.66667,0.66667,1,1,1,1,0.66667
Guyana,GUY,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guyana,GUY,Gender equality,5.51.01.07.gender,..,0.33333,0.33333,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,0.66667,0.66667,0.33333,0.33333,0,0
Guyana,GUY,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guyana,GUY,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guyana,GUY,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
Haiti,HTI,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Haiti,HTI,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haiti,HTI,Gender equality,5.51.01.07.gender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haiti,HTI,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Haiti,HTI,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Haiti,HTI,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,Child malnutrition,5.51.01.02.malnut,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333
Honduras,HND,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Honduras,HND,Gender equality,5.51.01.07.gender,0,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,0.66667
Honduras,HND,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Honduras,HND,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Honduras,HND,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Honduras,HND,UNESCO reporting,5.12.01.01.unesco,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
IBRD only,IBD,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,Child malnutrition,5.51.01.02.malnut,1,1,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,1
India,IND,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
India,IND,Gender equality,5.51.01.07.gender,0.66667,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,0.66667
India,IND,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
India,IND,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
India,IND,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
India,IND,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1
Indonesia,IDN,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,Gender equality,5.51.01.07.gender,0.66667,0.66667,1,1,1,1,1,1,1,1,1,0.66667,1,1,1,1,1
Indonesia,IDN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
"Iran, Islamic Rep.",IRN,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,1,1,1,0.66667,1,1,1,1,0.66667
"Iran, Islamic Rep.",IRN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Iraq,IRQ,Child malnutrition,5.51.01.02.malnut,0.66667,0.33333,0.33333,0.66667,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667
Iraq,IRQ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iraq,IRQ,Gender equality,5.51.01.07.gender,0.66667,1,1,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0,0,0,0,0,0,0
Iraq,IRQ,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iraq,IRQ,Population census,3.11.01.01.popcen,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,Poverty survey,5.14.01.01.povsurv,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1
Iraq,IRQ,UNESCO reporting,5.12.01.01.unesco,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jamaica,JAM,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jamaica,JAM,Gender equality,5.51.01.07.gender,0.66667,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0,0,0,0,0.33333,0.66667,0.66667
Jamaica,JAM,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jamaica,JAM,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jamaica,JAM,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jamaica,JAM,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Jordan,JOR,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Jordan,JOR,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,JOR,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Jordan,JOR,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,JOR,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,JOR,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
Jordan,JOR,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Kazakhstan,KAZ,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,0.66667
Kazakhstan,KAZ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,KAZ,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,0.33333,1,1,1,1,1
Kazakhstan,KAZ,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,KAZ,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,KAZ,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,KAZ,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenya,KEN,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667
Kenya,KEN,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenya,KEN,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0.33333,0,0,0,0
Kenya,KEN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenya,KEN,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenya,KEN,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5
Kenya,KEN,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
Kiribati,KIR,Child malnutrition,5.51.01.02.malnut,..,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Kiribati,KIR,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kiribati,KIR,Gender equality,5.51.01.07.gender,..,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0
Kiribati,KIR,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kiribati,KIR,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kiribati,KIR,Poverty survey,5.14.01.01.povsurv,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,KIR,UNESCO reporting,5.12.01.01.unesco,..,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1
Kosovo,XKX,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Kosovo,XKX,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Kosovo,XKX,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Kosovo,XKX,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Kosovo,XKX,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1
Kosovo,XKX,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1
Kosovo,XKX,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Kyrgyz Republic,KGZ,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,1,1,1,1,1,1
Kyrgyz Republic,KGZ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrgyz Republic,KGZ,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,1,1,1,1
Kyrgyz Republic,KGZ,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrgyz Republic,KGZ,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrgyz Republic,KGZ,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrgyz Republic,KGZ,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Child malnutrition,5.51.01.02.malnut,1,1,1,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,1
Lao PDR,LAO,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0.5,0
Lao PDR,LAO,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),LAC,Child malnutrition,5.51.01.02.malnut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Child mortality,5.51.01.03.mortal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Immunization,5.51.01.04.immun,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,UNESCO reporting,5.12.01.01.unesco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0,0,0
Lebanon,LBN,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lebanon,LBN,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,1,0,0,0
Lebanon,LBN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lebanon,LBN,Population census,3.11.01.01.popcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,LBN,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0
Lebanon,LBN,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,LSO,Child malnutrition,5.51.01.02.malnut,1,1,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1
Lesotho,LSO,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,LSO,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,0.66667,1,1,1,1,0.66667
Lesotho,LSO,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,LSO,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,LSO,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,1,1,1
Lesotho,LSO,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,1,1,1
Liberia,LBR,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Gender equality,5.51.01.07.gender,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0.33333,0.33333
Liberia,LBR,Immunization,5.51.01.04.immun,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Population census,3.11.01.01.popcen,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1
Liberia,LBR,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Libya,LBY,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667
Libya,LBY,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libya,LBY,Gender equality,5.51.01.07.gender,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0
Libya,LBY,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libya,LBY,Population census,3.11.01.01.popcen,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Libya,LBY,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,UNESCO reporting,5.12.01.01.unesco,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,Child malnutrition,5.51.01.02.malnut,1,1,1,0.66667,1,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0.66667
Madagascar,MDG,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madagascar,MDG,Gender equality,5.51.01.07.gender,0,0,0,0.33333,0.33333,0.66667,0.66667,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Madagascar,MDG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madagascar,MDG,Population census,3.11.01.01.popcen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Madagascar,MDG,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madagascar,MDG,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Poverty survey,5.14.01.01.povsurv,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Malaysia,MYS,Child malnutrition,5.51.01.02.malnut,1,1,1,1,0.66667,0.33333,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667
Malaysia,MYS,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,MYS,Gender equality,5.51.01.07.gender,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,1,1,1,0.66667
Malaysia,MYS,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,MYS,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,MYS,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,MYS,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maldives,MDV,Child malnutrition,5.51.01.02.malnut,..,1,1,1,1,0.66667,0.66667,0.33333,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
Maldives,MDV,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maldives,MDV,Gender equality,5.51.01.07.gender,..,1,1,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0.33333
Maldives,MDV,Immunization,5.51.01.04.immun,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maldives,MDV,Population census,3.11.01.01.popcen,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maldives,MDV,Poverty survey,5.14.01.01.povsurv,..,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
Maldives,MDV,UNESCO reporting,5.12.01.01.unesco,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,MLI,Child malnutrition,5.51.01.02.malnut,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,1,1,1
Mali,MLI,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,MLI,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1
Mali,MLI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,MLI,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,MLI,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,MLI,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marshall Islands,MHL,Child malnutrition,5.51.01.02.malnut,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333
Marshall Islands,MHL,Child mortality,5.51.01.03.mortal,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
