Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mexico,MEX,..,..,..,4.4,4.8,5,6.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Moldova,MDA,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Monaco,MCO,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mongolia,MNG,..,..,..,29.6,16.5,8.4,3.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Montenegro,MNE,..,..,..,5.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Morocco,MAR,..,..,..,5.5,5.1,3.8,5.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mozambique,MOZ,..,..,..,33.3,24.1,29.7,32.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Myanmar,MMR,..,..,..,27.8,10.2,4.2,3.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Namibia,NAM,..,..,..,18.2,28.8,21,18
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nauru,NRU,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nepal,NPL,..,..,..,16.8,9.9,5.3,5.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Netherlands,NLD,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,New Caledonia,NCL,..,..,..,9.6,7.3,6.2,6.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,New Zealand,NZL,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nicaragua,NIC,..,..,..,23.3,20,19,18.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Niger,NER,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Nigeria,NGA,..,..,..,7.1,8.2,9.2,12.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,North Macedonia,MKD,..,..,..,5,3.4,3.3,3.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Norway,NOR,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Oman,OMN,..,..,..,9.6,7.7,8.1,9.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Pakistan,PAK,..,..,..,17.6,15.4,12.8,16.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Palau,PLW,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Panama,PAN,..,..,..,21.6,10.9,8.1,5.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Papua New Guinea,PNG,..,..,..,27.4,26.2,23,21.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Paraguay,PRY,..,..,..,9.5,7.7,7.4,8.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Peru,PER,..,..,..,18.8,8.7,5.9,8.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Philippines,PHL,..,..,..,14.4,12.2,10.2,5.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Poland,POL,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Portugal,PRT,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Qatar,QAT,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Romania,ROU,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Russian Federation,RUS,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Rwanda,RWA,..,..,..,35.3,31.4,35.3,35.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Samoa,WSM,..,..,..,3.4,4.2,4.4,4.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,San Marino,SMR,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sao Tome and Principe,STP,..,..,..,9,13,12.9,13.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Saudi Arabia,SAU,..,..,..,4.8,5.9,3.7,3.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Senegal,SEN,..,..,..,18.1,11.3,10.7,7.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Serbia,SRB,..,..,..,2.5,2.5,4.1,3.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Seychelles,SYC,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sierra Leone,SLE,..,..,..,46.7,29.1,25.8,27.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Singapore,SGP,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Slovak Republic,SVK,..,..,..,5.5,5,5.8,3.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Slovenia,SVN,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Solomon Islands,SLB,..,..,..,12.5,13.7,18.5,18.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Somalia,SOM,..,..,..,70.8,70.4,59.9,53.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Africa,ZAF,..,..,..,3.4,3.7,5.2,6.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Sudan,SSD,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Spain,ESP,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sri Lanka,LKA,..,..,..,14,9.6,5.2,3.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Lucia,LCA,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Vincent and the Grenadines,VCT,..,..,..,7.9,5.8,5.9,7.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sudan,SDN,..,..,..,18.9,16.5,11.2,12.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Suriname,SUR,..,..,..,9.7,7.3,7.8,8.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sweden,SWE,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Switzerland,CHE,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tajikistan,TJK,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tanzania,TZA,..,..,..,28.4,25.6,22.5,22.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Thailand,THA,..,..,..,11.9,9.9,7.3,8.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Timor-Leste,TLS,..,..,..,32.2,31.2,24.5,26.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Togo,TGO,..,..,..,27.7,20.8,20.5,18.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tonga,TON,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Trinidad and Tobago,TTO,..,..,..,11.1,8.2,6.8,7.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tunisia,TUN,..,..,..,4.3,3.4,2.5,3.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turkiye,TUR,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turkmenistan,TKM,..,..,..,4.2,4.3,3.4,3.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tuvalu,TUV,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uganda,UGA,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ukraine,UKR,..,..,..,2.5,2.5,2.5,2.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United Arab Emirates,ARE,..,..,..,8,8.4,6.5,5.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United Kingdom,GBR,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United States,USA,..,..,..,2.5,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uruguay,URY,..,..,..,3.9,2.5,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uzbekistan,UZB,..,..,..,14.7,5.4,2.5,2.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Vanuatu,VUT,..,..,..,6.9,6.3,10.3,11.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Venezuela, RB",VEN,..,..,..,8.4,2.5,11.3,22.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Vietnam,VNM,..,..,..,15.5,10.9,8.1,5.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Yemen, Rep.",YEM,..,..,..,27.8,27.1,43.4,41.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Zambia,ZMB,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Afghanistan,AFG,..,..,..,..,..,0.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Albania,ALB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Algeria,DZA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,American Samoa,ASM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Andorra,AND,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Angola,AGO,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Antigua and Barbuda,ATG,..,..,..,..,0.51,1.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Argentina,ARG,..,..,..,..,1.09,1.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Armenia,ARM,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Aruba,ABW,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Australia,AUS,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Austria,AUT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Bahamas, The",BHS,..,..,..,..,1.07,1.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bahrain,BHR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bangladesh,BGD,..,..,..,..,0.62,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Barbados,BRB,..,..,..,..,0.37,0.5,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Belarus,BLR,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Belgium,BEL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Belize,BLZ,..,..,..,..,1.43,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Benin,BEN,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bermuda,BMU,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bhutan,BTN,..,..,..,..,0.96,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bolivia,BOL,..,..,..,..,..,1.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Botswana,BWA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Brazil,BRA,..,..,..,..,..,0.8,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Brunei Darussalam,BRN,..,..,..,..,0.32,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Bulgaria,BGR,..,..,..,..,..,0.02,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Burkina Faso,BFA,..,..,..,..,1.87,1.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Burundi,BDI,..,..,..,..,0.8,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cabo Verde,CPV,..,..,..,..,..,0.3,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cambodia,KHM,..,..,..,..,0.36,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cameroon,CMR,..,..,..,..,0.6,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Canada,CAN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Central African Republic,CAF,..,..,..,..,9.97,7.5,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Chad,TCD,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Chile,CHL,..,..,..,..,0.16,0.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,China,CHN,..,..,..,..,0.43,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Colombia,COL,..,..,..,..,0.64,0.5,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Comoros,COM,..,..,..,..,0.02,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,3.27,1.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Costa Rica,CRI,..,..,..,..,0.3,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cote d'Ivoire,CIV,..,..,..,..,0.18,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Croatia,HRV,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cuba,CUB,..,..,..,..,0.03,0.4,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Curacao,CUW,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Cyprus,CYP,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Czechia,CZE,..,..,..,..,0.05,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Denmark,DNK,..,..,..,..,0.01,0.03,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Djibouti,DJI,..,..,..,..,8.11,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Dominica,DMA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Dominican Republic,DOM,..,..,..,..,0.55,1.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Ecuador,ECU,..,..,..,..,0.09,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,El Salvador,SLV,..,..,..,..,0.47,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Equatorial Guinea,GNQ,..,..,..,..,14.02,7.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Eritrea,ERI,..,..,..,..,..,0.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Estonia,EST,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Eswatini,SWZ,..,..,..,..,8.27,1.72,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Ethiopia,ETH,..,..,..,..,..,1.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Fiji,FJI,..,..,..,..,3.97,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Finland,FIN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,France,FRA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Gabon,GAB,..,..,..,..,0.65,1.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Georgia,GEO,..,..,..,..,..,0.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Germany,DEU,..,..,..,..,0.31,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Ghana,GHA,..,..,..,..,3.45,2.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Greece,GRC,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Greenland,GRL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Grenada,GRD,..,..,..,..,3.71,2.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Guam,GUM,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Guatemala,GTM,..,..,..,..,4.2,1.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Guinea,GIN,..,..,..,..,..,2.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Guinea-Bissau,GNB,..,..,..,..,1.11,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Guyana,GUY,..,..,..,..,0.2,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Haiti,HTI,..,..,..,..,4.7,3,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Honduras,HND,..,..,..,..,1.45,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Hungary,HUN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Iceland,ISL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,India,IND,..,..,..,..,0.29,0.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Indonesia,IDN,..,..,..,..,..,5.77,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Iraq,IRQ,..,..,..,..,0,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Ireland,IRL,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Israel,ISR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Italy,ITA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Jamaica,JAM,..,..,..,..,1.65,1.5,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Japan,JPN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Jordan,JOR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kazakhstan,KAZ,..,..,..,..,..,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kenya,KEN,..,..,..,..,1.79,1.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kiribati,KIR,..,..,..,..,..,1.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,0,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kuwait,KWT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Lao PDR,LAO,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Latvia,LVA,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Lebanon,LBN,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Lesotho,LSO,..,..,..,..,1.56,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Liberia,LBR,..,..,..,..,13.64,7.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Libya,LBY,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Lithuania,LTU,..,..,..,..,0.05,0.08,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Luxembourg,LUX,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Madagascar,MDG,..,..,..,..,6.01,3.9,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Malawi,MWI,..,..,..,..,4,2.87,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Malaysia,MYS,..,..,..,..,0.07,0,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Maldives,MDV,..,..,..,..,0,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mali,MLI,..,..,..,..,2.42,4.6,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Malta,MLT,..,..,..,..,0.22,0.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Marshall Islands,MHL,..,..,..,..,..,0.7,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mauritania,MRT,..,..,..,..,..,..,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mauritius,MUS,..,..,..,..,0.06,1.1,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Mexico,MEX,..,..,..,..,..,0.2,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,5.5,..
Prevalence of syphilis (% of women attending antenatal care),SH.PRG.SYPH.ZS,Moldova,MDA,..,..,..,..,0.4,0.2,..
