Country Name,Country Code,Series,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Isle of Man,IMN,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,..,..,..,..,..
Isle of Man,IMN,Official entrance age to pre-primary education (years),UIS.THAGE.02,..,..,..,..,..,..,..
Isle of Man,IMN,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Isle of Man,IMN,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Isle of Man,IMN,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Isle of Man,IMN,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Isle of Man,IMN,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Isle of Man,IMN,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
Isle of Man,IMN,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Israel,ISR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.42283,..,6.11802,5.75976,5.53535,5.8673,..
Israel,ISR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,2839,145,587,828,..
Israel,ISR,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Israel,ISR,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Israel,ISR,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Israel,ISR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..
Israel,ISR,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,..,..
Israel,ISR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,14716.0430647942,17646.1458881646,19615.1388612012,..
Israel,ISR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,4.69,4.04,3.77,2.96,2.54,..,..
Israel,ISR,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,23.94,23.74,22.55,22.31,8.56,..,..
Israel,ISR,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,54.27,43.19,37.12,34.29,91.4,..,..
Israel,ISR,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,1.1,1.25,0.89,0.7,0.89,..,..
Israel,ISR,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.82,1.1,1.25,0.89,0.78,..,..
Israel,ISR,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,3.22,2.09,2.09,1.55,1.35,..,..
Israel,ISR,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,41.55,39.35,35.52,41.15,51.21,..,..
Israel,ISR,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,8.10996,6.13139,8.37959,9.17145,..
Israel,ISR,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Israel,ISR,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,91.89004,93.86861,91.62041,90.82855,..
Israel,ISR,Duration of compulsory education (years),SE.COM.DURS,..,..,11,11,13,13,..
Israel,ISR,Internet users (per 100 people),IT.NET.USER.P2,0.110773866,0.93042297,20.87379,25.19404242,67.5,77.35208966,..
Israel,ISR,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,5,5,5,5,..
Israel,ISR,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,0,..
Israel,ISR,Official entrance age to pre-primary education (years),UIS.THAGE.02,2,2,3,3,3,3,..
Israel,ISR,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,85,..
Israel,ISR,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,100,100,100,100,..
Israel,ISR,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,85,..
Israel,ISR,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,100,100,100,100,..
Israel,ISR,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Israel,ISR,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,10.58571,11.42045,11.71534,16.37396,..
Israel,ISR,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Italy,ITA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,4.31865,4.29108,4.2383,4.33412,4.07363,..
Italy,ITA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,84355,2601,15632,11182,42103,..
Italy,ITA,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Italy,ITA,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Italy,ITA,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Italy,ITA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..
Italy,ITA,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,81.29463,78.71341,79.61113,83.22064,..
Italy,ITA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,22657.3815210658,26107.6505146577,29121.7096042662,30121.924881747,..
Italy,ITA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,8.28,7.62,7,6.85,5.61,..,..
Italy,ITA,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,32.41,27.2,22.89,19.7,16.38,..,..
Italy,ITA,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,77.19,86.02,96.4,97.8,98.11,..,..
Italy,ITA,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,1.44,0.8,0.6,0.37,0.67,..,..
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,1.65,1.44,0.8,0.78,0.83,..,..
Italy,ITA,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,2.5,2.71,1.7,1.32,1.22,..,..
Italy,ITA,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,37.76,40.56,50.3,53.53,52.25,..,..
Italy,ITA,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,7.99641,7.19414,4.82101,4.97657,..
Italy,ITA,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,99.72,..,..,..
Italy,ITA,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,92.00359,92.80586,95.17899,95.02345,..
Italy,ITA,Duration of compulsory education (years),SE.COM.DURS,..,..,8,12,12,12,12
Italy,ITA,Internet users (per 100 people),IT.NET.USER.P2,0.017544562,0.524412787,23.11087424,35,53.68,58.14173496,..
Italy,ITA,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,6,6
Italy,ITA,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,3,3
Italy,ITA,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,3
Italy,ITA,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Italy,ITA,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,100,100,100,100,..
Italy,ITA,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Italy,ITA,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,100,100,100,100,..
Italy,ITA,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Italy,ITA,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,7.47032,21.27958,23.05431,21.91482,..
Italy,ITA,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.77916,3.38908,4.98347,4.61642,6.3706,5.45577,..
Jamaica,JAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8689,..,24357,..,..,33441,..
Jamaica,JAM,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,93.37625,..
Jamaica,JAM,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,75.49609,..
Jamaica,JAM,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Jamaica,JAM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..
Jamaica,JAM,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,93.1891,..,76.85799,..
Jamaica,JAM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,8331.85366428365,..,..,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,4.21,5.22,5.88,5.44,5.71,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,27.73,21.24,14.83,12.24,10.27,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,68.9,70.98,83.41,86.3,81.37,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,2.89,4.37,4.55,1.43,3.1,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,3.04,3.67,4.37,4.55,1.43,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,3.78,4.86,5.84,5.11,4.62,..,..
Jamaica,JAM,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,32.74,37.47,39.27,41.36,47.61,..,..
Jamaica,JAM,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,2.33532,..
Jamaica,JAM,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,95.11,..,..,..
Jamaica,JAM,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,97.66468,..
Jamaica,JAM,Duration of compulsory education (years),SE.COM.DURS,..,..,6,6,6,6,..
Jamaica,JAM,Internet users (per 100 people),IT.NET.USER.P2,0,0.109487986,3.115778027,12.8,27.67,42.22122119,..
Jamaica,JAM,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,6,..
Jamaica,JAM,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,0,..
Jamaica,JAM,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,..
Jamaica,JAM,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Jamaica,JAM,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,100,..,..
Jamaica,JAM,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Jamaica,JAM,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Jamaica,JAM,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Jamaica,JAM,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,0.09411,0,0,0,..
Jamaica,JAM,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.46573,3.51617,3.36862,3.6395,..,..
Japan,JPN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..
Japan,JPN,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Japan,JPN,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Japan,JPN,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Japan,JPN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..
Japan,JPN,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,77.46935,78.13753,73.36386,..,..
Japan,JPN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,22669.5948119234,25592.7477995551,25453.6147275511,29009.3163405705,..
Japan,JPN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.24,0.19,0.17,0.16,0.13,..,..
Japan,JPN,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,24.13,17.84,14.7,12.33,9.13,..,..
Japan,JPN,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,92.16,91.72,93.52,94.76,96.75,..,..
Japan,JPN,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.04,0.08,0.07,0.06,0.1,..,..
Japan,JPN,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.1,0.05,0.08,0.07,0.06,..,..
Japan,JPN,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.12,0.11,0.1,0.09,0.06,..,..
Japan,JPN,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,44.51,40.97,38.18,35.5,35.02,..,..
Japan,JPN,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,11.8904,9.06488,13.26912,..,..
Japan,JPN,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Japan,JPN,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,88.1096,90.93512,86.73088,..,..
Japan,JPN,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,9,..
Japan,JPN,Internet users (per 100 people),IT.NET.USER.P2,0.020293683,1.594363148,29.99074036,66.9210661,78.21,91.05802839,..
Japan,JPN,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,6,..
Japan,JPN,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,0.5,0.5,0.5,3,..
Japan,JPN,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,..
Japan,JPN,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Japan,JPN,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Japan,JPN,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Japan,JPN,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Japan,JPN,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Japan,JPN,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
Japan,JPN,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,1.20005798339844,..
Jordan,JOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..
Jordan,JOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,66570,52733,192312,..,..
Jordan,JOR,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..
Jordan,JOR,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,100,..
Jordan,JOR,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Jordan,JOR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,312008,337868,..,..
Jordan,JOR,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,91.01264,88.21017,..,..
Jordan,JOR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,7837.50017518177,..,..,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,31.8,24.04,18.73,13.16,6.98,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,12.48,12.98,11.61,10.43,9.6,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,63.85,63.98,75.49,84.14,89.11,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,17.8,9.59,6.15,1.62,1.11,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,22.22,17.8,9.59,6.15,1.62,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,43.88,32.48,17.42,14.48,4.13,..,..
Jordan,JOR,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,34.04,47.77,50.3,38.89,25.64,..,..
Jordan,JOR,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,..,..,..,..
Jordan,JOR,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,..,..
Jordan,JOR,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,..,..,..,..
Jordan,JOR,Duration of compulsory education (years),SE.COM.DURS,..,..,10,10,10,10,..
Jordan,JOR,Internet users (per 100 people),IT.NET.USER.P2,0,0.02323392,2.623275422,12.93285205,27.2,60.11438269,..
Jordan,JOR,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,6,6,6,6,..
Jordan,JOR,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,4,4,4,4,..
Jordan,JOR,Official entrance age to pre-primary education (years),UIS.THAGE.02,4,4,4,4,4,4,..
Jordan,JOR,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Jordan,JOR,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Jordan,JOR,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Jordan,JOR,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Jordan,JOR,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Jordan,JOR,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,3.62891,..,3.88395,2.6714,1.76322,..,..
Jordan,JOR,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,4.00492095947266,..
Kazakhstan,KAZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,4.03445,3.25662,2.26353,..,2.78858,..
Kazakhstan,KAZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,66578,3311,3203,298,..
Kazakhstan,KAZ,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,..,..,100,..
Kazakhstan,KAZ,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,26911,..,..
Kazakhstan,KAZ,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,71.04888,..
Kazakhstan,KAZ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,5.65,3.3,1.25,0.01,0.05,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,15.78,10.44,4.24,0.4,2.09,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),BAR.SEC.ICMP.1519.ZS,43.9,65.02,96.97,97.33,83.71,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.4,0.19,0.2,0,0.1,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.4,0.31,0.19,0.05,0,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.6,0.44,0.17,0,0,..,..
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,BAR.SEC.CMPT.2529.ZS,74.45,82.22,79.23,67.35,79.76,..,..
Kazakhstan,KAZ,Capital expenditure as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNCAP,..,..,..,6.18614,9.39524,3.46072,..
Kazakhstan,KAZ,"Completion rate, lower secondary education, rural, both sexes (%)",UIS.CR.2.RUR,..,..,..,..,..,99.68906,..
Kazakhstan,KAZ,Current expenditure as % of total expenditure in public institutions (%),SE.XPD.CUR.TOTL.ZS,..,..,..,93.81386,90.60476,96.53928,..
Kazakhstan,KAZ,Duration of compulsory education (years),SE.COM.DURS,..,..,9,9,9,9,9
Kazakhstan,KAZ,Internet users (per 100 people),IT.NET.USER.P2,0,0.011302355,0.668594403,2.961707492,31.6,70.8299336,..
Kazakhstan,KAZ,Official entrance age to compulsory education (years),UIS.CEAGE.1,..,..,7,7,7,7,6
Kazakhstan,KAZ,Official entrance age to early childhood education (years),UIS.THAGE.0,..,..,3,3,3,1,1
Kazakhstan,KAZ,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,3
Kazakhstan,KAZ,Proportion of lower secondary schools with access to Internet for pedagogical purposes (%),UIS.SCHBSP.2.WINTERN,..,..,..,..,..,..,..
Kazakhstan,KAZ,Proportion of lower secondary schools with access to electricity (%),UIS.SCHBSP.2.WELEC,..,..,..,..,..,..,..
Kazakhstan,KAZ,Proportion of lower secondary schools with access to computers for pedagogical purposes (%),UIS.SCHBSP.2.WCOMPUT,..,..,..,..,..,..,..
Kazakhstan,KAZ,Proportion of lower secondary schools with access to basic drinking water (%),UIS.SCHBSP.2.WWATA,..,..,..,..,..,..,..
Kazakhstan,KAZ,Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),UIS.SCHBSP.2.WINFSTUDIS,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",UIS.EV1524P.2T5.V,..,..,..,..,..,..,..
Kazakhstan,KAZ,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,5.18673,7.33565,5.50822,5.27134,..
Kenya,KEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,1928475,1113933,..,..,..
Kenya,KEN,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",SE.PRM.TCAQ.ZS,..,..,..,98.91325,..,..,..
Kenya,KEN,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",UIS.TRTP.02,..,..,41.69907,70.61733,..,..,..
Kenya,KEN,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",UIS.TRTP.2,..,..,..,98.91307,..,..,..
Kenya,KEN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,3043427,..,..,..,..
Kenya,KEN,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,..,..,..,..,..,84.39833,..
Kenya,KEN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..,..,..
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,29.81,26.05,23.27,20.4,19.68,..,..
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,BAR.PRM.CMPT.15UP.ZS,20.7,22.34,20.97,21.07,21.95,..,..
