Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
982,1995,   United Arab Emirates,,784,C R, 67 647, 70 400, 60 550, 45 816, 125 768, 182 341, 226 924, 206 583, 153 237, 95 896, 44 848, 18 833, 6 180, 2 690, 1 161,  994,1 309 868
983,2000,   United Arab Emirates,,784,C R, 77 094, 77 088, 66 779, 57 380, 167 283, 299 005, 297 714, 277 767, 196 597, 126 518, 69 280, 29 869, 9 050, 3 203, 1 410, 1 163,1 757 200
984,2005,   United Arab Emirates,,784,C R, 93 231, 89 833, 78 248, 73 075, 219 378, 435 157, 464 785, 360 917, 251 124, 162 705, 97 609, 42 609, 12 513, 3 926, 1 766, 1 423,2 388 299
985,2010,   United Arab Emirates,,784,C R, 135 481, 115 022, 102 109, 136 773, 515 256, 986 091,1 141 051,1 002 029, 584 726, 411 247, 201 941, 84 238, 32 644, 8 883, 2 928, 3 027,5 463 446
986,2015,   United Arab Emirates,,784,C R, 180 588, 163 109, 128 083, 143 579, 399 524, 985 714,1 183 230, 976 734, 748 733, 440 554, 292 722, 157 149, 52 059, 22 854, 8 651, 6 887,5 890 170
987,2020,   United Arab Emirates,,784,C R, 229 327, 244 443, 213 760, 188 950, 463 525,1 023 473,1 273 555, 929 786, 649 683, 505 155, 322 508, 225 028, 95 814, 31 068, 13 169, 10 548,6 419 792
988,1990,   Yemen,,887,C R, 7 464, 9 243, 6 417, 6 597, 7 015, 6 753, 5 736, 4 670, 3 858, 3 251, 2 573, 1 628,  732,  540,  216,  317, 67 010
989,1995,   Yemen,,887,C R, 8 688, 7 024, 8 441, 6 304, 7 351, 8 131, 7 708, 6 341, 5 176, 4 030, 3 241, 2 408, 1 400,  659,  565,  365, 77 832
990,2000,   Yemen,,887,C R, 9 375, 6 939, 6 201, 7 147, 9 821, 7 971, 7 085, 6 704, 6 201, 4 770, 3 516, 1 960, 1 265,  582,  489,  488, 80 514
991,2005,   Yemen,,887,C R, 11 470, 8 517, 6 464, 6 791, 8 671, 9 994, 9 491, 8 519, 7 862, 7 234, 4 961, 3 953, 1 972, 1 465,  757,  758, 98 879
992,2010,   Yemen,,887,C R, 18 664, 10 676, 9 038, 9 443, 11 726, 14 275, 16 223, 15 279, 13 263, 11 641, 9 490, 6 480, 4 290, 2 392, 1 686, 1 557, 156 123
993,2015,   Yemen,,887,C R, 22 719, 15 754, 10 279, 11 205, 15 302, 18 627, 19 265, 19 157, 17 318, 14 935, 12 099, 9 074, 5 741, 3 573, 2 219, 2 123, 199 390
994,2020,   Yemen,,887,C R, 22 680, 19 161, 14 198, 11 646, 14 489, 18 825, 20 917, 20 749, 20 018, 17 824, 14 655, 11 135, 7 116, 4 362, 3 023, 2 714, 223 512
1009,1990,   Belarus,,112,B, 15 058, 17 475, 26 270, 39 298, 49 090, 61 237, 59 859, 54 842, 45 600, 42 960, 40 184, 35 819, 30 445, 21 689, 10 257, 21 938, 572 021
1010,1995,   Belarus,,112,B, 15 040, 16 018, 25 459, 32 231, 38 748, 48 113, 53 035, 56 422, 50 208, 45 323, 39 397, 35 246, 27 929, 21 767, 16 320, 22 051, 543 307
1011,2000,   Belarus,,112,B, 15 213, 14 748, 21 217, 25 493, 28 783, 35 455, 46 808, 58 729, 55 501, 48 283, 39 096, 33 038, 25 002, 22 121, 22 651, 22 455, 514 593
1012,2005,   Belarus,,112,B, 8 585, 8 839, 13 565, 21 288, 29 557, 33 080, 39 475, 48 070, 51 388, 54 220, 48 627, 41 472, 30 976, 26 740, 21 985, 29 121, 506 988
1013,2010,   Belarus,,112,B, 1 753, 2 752, 5 973, 18 027, 32 847, 32 632, 32 455, 35 208, 46 222, 59 636, 55 670, 46 757, 36 567, 25 566, 21 861, 45 458, 499 384
1014,2015,   Belarus,,112,B, 4 185, 5 828, 4 898, 9 468, 29 203, 45 627, 38 191, 32 296, 36 587, 46 260, 56 733, 51 393, 41 570, 27 551, 24 803, 41 368, 495 961
1015,2020,   Belarus,,112,B, 3 995, 7 224, 7 539, 8 166, 20 183, 41 402, 50 193, 37 418, 33 527, 36 790, 44 235, 52 474, 45 775, 31 427, 26 789, 41 576, 488 713
1016,1990,   Bulgaria,,100,B,  549,  584,  709,  816, 1 073, 1 105, 1 211, 1 121,  715,  382,  241,  193,  127,  70,  69,  82, 9 047
1017,1995,   Bulgaria,,100,B,  495,  646,  799, 1 106, 1 846, 1 313, 1 334, 1 394, 1 064,  634,  438,  344,  571,  523,  506,  629, 13 642
1018,2000,   Bulgaria,,100,B,  419,  685,  857, 1 348, 2 594, 1 460, 1 385, 1 596, 1 330,  793,  578,  481, 1 034, 1 151, 1 107, 1 420, 18 238
1019,2005,   Bulgaria,,100,B, 1 101, 1 239, 1 006, 1 605, 3 073, 2 118, 1 922, 2 121, 1 877, 1 578, 1 437, 1 134, 1 281, 1 363, 1 472, 2 267, 26 594
1020,2010,   Bulgaria,,100,B, 1 723, 1 688, 1 091, 1 772, 3 379, 2 668, 2 697, 2 554, 2 363, 2 478, 2 414, 1 557, 1 436, 1 481, 1 637, 2 903, 33 841
1021,2015,   Bulgaria,,100,B, 10 667, 4 405, 2 381, 1 727, 4 392, 5 035, 4 057, 3 982, 3 824, 3 517, 3 533, 2 986, 2 365, 2 096, 1 892, 3 199, 60 058
1022,2020,   Bulgaria,,100,B, 14 405, 12 285, 5 482, 3 466, 4 056, 6 082, 6 481, 6 032, 5 779, 5 135, 4 784, 4 683, 3 533, 3 056, 2 469, 3 857, 91 585
1023,1990,   Czechia,,203,C,  320,  815, 1 237, 1 372, 2 109, 3 042, 3 971, 4 370, 4 713, 5 976, 5 769, 7 012, 4 788, 4 335, 3 692, 3 884, 57 405
1024,1995,   Czechia,,203,C,  469, 1 204, 1 822, 2 163, 3 262, 4 861, 6 536, 7 345, 7 589, 7 914, 7 541, 9 431, 8 450, 7 144, 6 108, 6 477, 88 316
1025,2000,   Czechia,,203,C,  624, 1 607, 2 430, 2 943, 4 420, 6 629, 8 931, 10 074, 10 330, 10 245, 9 731, 12 251, 11 762, 9 828, 8 427, 8 995, 119 227
1026,2005,   Czechia,,203,C, 3 215, 3 631, 3 085, 6 173, 15 323, 19 570, 18 042, 15 130, 14 249, 13 648, 13 111, 11 158, 12 714, 11 510, 8 978, 12 182, 181 719
1027,2010,   Czechia,,203,C, 1 436, 3 047, 4 323, 7 581, 23 330, 35 199, 35 505, 33 562, 28 425, 24 948, 17 799, 10 362, 5 224, 2 548, 1 409, 1 462, 236 160
1028,2015,   Czechia,,203,C,  861, 2 795, 4 265, 6 414, 12 251, 26 058, 35 521, 34 939, 31 537, 26 902, 23 044, 15 848, 9 086, 4 773, 2 485, 2 449, 239 228
1029,2020,   Czechia,,203,C, 1 741, 3 646, 5 273, 8 736, 19 555, 29 972, 42 211, 44 258, 40 444, 35 131, 28 451, 22 715, 14 552, 8 060, 4 088, 4 108, 312 941
1030,1990,   Hungary,,348,B, 5 979, 6 421, 8 344, 10 750, 13 566, 12 889, 12 112, 10 309, 8 768, 7 595, 7 696, 10 010, 9 293, 7 868, 7 752, 16 833, 156 185
1031,1995,   Hungary,,348,B, 3 599, 4 521, 7 006, 8 575, 10 869, 11 818, 12 839, 9 906, 9 105, 7 884, 7 457, 12 189, 9 177, 7 782, 7 688, 16 787, 147 202
1032,2000,   Hungary,,348,B, 1 193, 2 626, 5 641, 6 406, 8 069, 10 293, 13 745, 9 581, 9 253, 8 003, 7 099, 14 671, 9 157, 7 785, 7 718, 16 979, 138 219
1033,2005,   Hungary,,348,B, 2 683, 4 016, 5 671, 7 414, 13 021, 14 700, 17 590, 16 304, 15 545, 11 715, 10 625, 12 715, 9 934, 9 562, 7 941, 14 780, 174 216
1034,2010,   Hungary,,348,B, 4 089, 5 348, 5 774, 8 452, 17 792, 19 001, 21 394, 22 735, 21 618, 15 353, 14 033, 11 119, 10 808, 11 346, 8 283, 13 067, 210 212
1035,2015,   Hungary,,348,B, 7 291, 7 273, 6 647, 8 248, 17 206, 23 829, 22 292, 24 386, 24 439, 21 849, 15 265, 13 465, 10 858, 10 611, 8 843, 13 217, 235 719
1036,2020,   Hungary,,348,B, 13 303, 11 187, 8 822, 11 091, 22 540, 28 713, 30 575, 29 044, 29 757, 29 055, 22 739, 16 625, 14 134, 11 145, 9 899, 14 436, 303 065
1037,1990,   Poland,,616,B, 7 206, 9 963, 11 214, 10 946, 13 883, 15 508, 16 865, 16 890, 18 160, 24 377, 49 694, 58 690, 61 221, 43 146, 41 467, 82 946, 482 176
1038,1995,   Poland,,616,B, 5 486, 7 834, 8 702, 7 740, 9 072, 9 966, 11 106, 11 345, 12 690, 17 996, 30 617, 54 618, 58 387, 42 734, 38 612, 77 144, 404 049
1039,2000,   Poland,,616,B, 3 971, 5 996, 6 510, 4 824, 4 602, 4 798, 5 760, 6 223, 7 686, 12 245, 12 767, 52 436, 57 702, 41 235, 37 232, 74 336, 338 323
1040,2005,   Poland,,616,B, 16 173, 8 788, 6 971, 6 303, 5 167, 4 676, 5 525, 5 716, 6 034, 7 799, 8 782, 28 559, 32 221, 46 875, 35 864, 71 586, 297 039
1041,2010,   Poland,,616,B, 14 215, 6 621, 5 615, 7 528, 6 459, 6 594, 7 344, 6 568, 6 149, 5 207, 7 667, 9 327, 18 728, 52 869, 39 233, 62 139, 262 263
1042,2015,   Poland,,616,B, 9 769, 16 401, 7 101, 6 290, 9 903, 11 671, 11 104, 9 710, 7 985, 6 166, 4 066, 5 027, 6 000, 15 150, 48 296, 81 984, 256 623
1043,2020,   Poland,,616,B, 39 320, 29 611, 18 841, 7 496, 14 141, 30 745, 34 241, 28 591, 22 980, 16 666, 10 884, 6 782, 6 066, 6 192, 23 389, 94 504, 390 449
1044,1990,   Republic of Moldova*,,498,B, 8 375, 6 621, 9 250, 12 423, 13 300, 13 081, 14 324, 18 240, 23 008, 24 884, 22 087, 17 325, 13 633, 11 213, 10 097, 20 192, 238 053
1045,1995,   Republic of Moldova*,,498,B, 6 423, 4 149, 3 310, 5 101, 9 270, 7 216, 5 667, 7 100, 11 561, 16 620, 19 292, 17 187, 12 967, 9 656, 7 245, 12 533, 155 297
1046,2000,   Republic of Moldova*,,498,B, 3 781, 2 707, 1 793, 3 781, 7 199, 5 328, 4 546, 3 725, 5 116, 9 570, 12 590, 12 329, 9 356, 6 791, 4 739, 7 746, 101 097
1047,2005,   Republic of Moldova*,,498,B, 4 845, 3 286, 1 041, 1 794, 3 666, 4 106, 3 730, 3 519, 4 141, 6 010, 7 335, 7 462, 5 210, 3 643, 3 846, 4 290, 67 924
1048,2010,   Republic of Moldova*,,498,B, 2 761, 2 015, 1 446, 1 061, 2 559, 3 594, 2 856, 2 376, 1 801, 2 695, 4 984, 6 414, 6 502, 4 412, 2 835, 3 887, 52 198
1049,2015,   Republic of Moldova*,,498,B, 3 077, 1 577, 1 072, 1 756, 2 431, 3 076, 2 630, 2 101, 1 730, 2 100, 3 151, 4 304, 5 078, 3 803, 2 376, 3 205, 43 467
1050,2020,   Republic of Moldova*,,498,B, 3 243, 2 061,  727, 1 945, 3 299, 3 849, 3 126, 2 524, 1 830, 1 467, 2 046, 3 108, 3 990, 4 345, 2 731, 2 452, 42 743
1051,1990,   Romania,,642,B,  421,  180,  187,  266,  374,  413,  598,  505,  609, 4 409, 7 888, 8 988, 8 136, 8 076, 6 318, 10 233, 57 601
1052,1995,   Romania,,642,B,  715,  822,  809, 1 524, 2 315, 2 014, 2 200, 2 086, 1 954, 3 522, 5 096, 6 812, 7 515, 7 545, 5 907, 9 607, 60 443
1053,2000,   Romania,,642,B, 1 070, 1 538, 1 503, 2 943, 4 479, 3 803, 3 955, 3 792, 3 402, 2 480, 1 913, 4 322, 6 794, 6 915, 5 415, 8 797, 63 121
1054,2005,   Romania,,642,B, 6 337, 2 094, 1 587, 2 594, 3 998, 3 979, 4 144, 4 206, 3 855, 2 955, 2 241, 3 716, 5 823, 6 514, 5 621, 10 489, 70 153
1055,2010,   Romania,,642,B, 13 299, 3 018, 1 898, 2 526, 3 996, 4 725, 4 955, 5 278, 4 903, 3 887, 2 911, 3 503, 5 452, 6 898, 6 596, 13 822, 87 667
1056,2015,   Romania,,642,B, 31 187, 16 051, 7 683, 5 512, 10 889, 14 213, 11 891, 9 111, 7 354, 6 033, 4 976, 3 425, 2 382, 4 287, 5 443, 6 321, 146 758
1057,2020,   Romania,,642,B, 73 903, 46 567, 25 443, 18 559, 27 980, 36 252, 37 354, 29 731, 22 710, 17 354, 12 921, 9 395, 6 238, 5 342, 5 809, 11 388, 386 946
1058,1990,   Russian Federation,,643,B, 103 886, 237 898, 388 417, 432 130, 497 068, 565 480, 601 043, 662 367, 583 975, 495 221, 284 440, 274 780, 208 841, 103 182, 81 704, 134 990,5 655 422
1059,1995,   Russian Federation,,643,B, 74 526, 173 574, 348 003, 425 224, 472 771, 531 554, 581 382, 635 424, 627 915, 543 343, 396 057, 354 331, 286 670, 152 207, 121 621, 200 850,5 925 452
1060,2000,   Russian Federation,,643,B, 44 076, 112 538, 304 865, 417 183, 470 506, 526 137, 578 314, 614 611, 670 908, 585 511, 494 320, 372 904, 297 381, 159 587, 127 074, 206 936,5 982 851
1061,2005,   Russian Federation,,643,B, 35 545, 81 653, 210 503, 346 704, 465 921, 519 510, 553 583, 581 914, 612 974, 590 463, 528 857, 418 556, 324 792, 176 035, 138 237, 221 350,5 806 597
1062,2010,   Russian Federation,,643,B, 39 950, 68 305, 125 847, 262 319, 458 704, 535 595, 541 782, 545 829, 538 338, 555 952, 523 644, 435 169, 337 858, 190 111, 142 417, 212 581,5 514 401
1063,2015,   Russian Federation,,643,B, 53 649, 76 885, 108 500, 209 590, 434 361, 591 856, 602 839, 577 739, 553 736, 546 470, 533 496, 469 461, 368 369, 211 856, 156 263, 220 141,5 715 211
1064,2020,   Russian Federation,,643,B, 55 508, 78 485, 100 502, 152 494, 286 445, 504 377, 625 519, 611 106, 569 955, 533 699, 505 758, 478 230, 411 842, 316 119, 182 267, 299 783,5 712 089
1065,1990,   Slovakia,,703,B,  195,  504,  578,  813, 1 029, 1 236, 1 305, 1 579, 2 141, 1 491, 1 175, 1 339, 1 460, 1 319,  822, 1 201, 18 187
1066,1995,   Slovakia,,703,B,  194,  476,  969, 1 159, 1 291, 1 610, 1 981, 2 465, 2 808, 2 890, 3 456, 2 527, 2 770, 2 057, 1 565, 2 313, 30 531
1067,2000,   Slovakia,,703,B,  277,  664, 1 700, 1 972, 2 070, 2 579, 3 334, 4 275, 4 632, 5 376, 6 764, 4 555, 3 689, 2 867, 2 624, 3 875, 51 253
1068,2005,   Slovakia,,703,B, 3 157, 1 498, 1 388, 1 513, 2 201, 2 707, 3 528, 4 222, 4 771, 5 324, 6 053, 5 010, 5 477, 4 551, 2 948, 4 368, 58 716
1069,2010,   Slovakia,,703,B, 3 837, 2 169, 1 143, 1 312, 2 580, 3 186, 3 612, 4 220, 4 892, 5 770, 5 801, 6 342, 8 086, 4 938, 3 563, 5 487, 66 938
1070,2015,   Slovakia,,703,B, 3 214, 4 675, 2 027, 1 385, 2 605, 5 149, 6 370, 7 219, 7 426, 7 928, 7 918, 7 522, 7 460, 7 564, 4 571, 5 978, 89 011
1071,2020,   Slovakia,,703,B, 5 003, 5 249, 4 398, 2 059, 2 112, 4 525, 7 091, 8 139, 8 666, 8 419, 8 796, 8 052, 7 543, 7 164, 6 168, 7 167, 100 551
1072,1990,   Ukraine*,,804,B, 43 791, 93 765, 149 519, 173 664, 182 244, 205 735, 246 987, 280 680, 284 107, 266 773, 234 371, 190 766, 160 023, 132 244, 120 396, 188 538,2 953 603
1073,1995,   Ukraine*,,804,B, 40 067, 85 976, 137 814, 160 183, 168 141, 189 547, 226 984, 257 620, 260 109, 244 373, 216 141, 180 095, 145 898, 110 048, 89 306, 132 543,2 644 845
1074,2000,   Ukraine*,,804,B, 13 204, 33 188, 68 342, 145 903, 144 948, 151 720, 167 593, 208 684, 250 518, 240 571, 230 838, 201 304, 160 637, 125 430, 102 522, 122 962,2 368 364
1075,2005,   Ukraine*,,804,B, 11 929, 29 975, 61 937, 132 668, 132 325, 138 630, 152 695, 189 594, 226 879, 217 917, 207 807, 182 900, 146 684, 120 144, 97 143, 118 833,2 168 060
1076,2010,   Ukraine*,,804,B, 12 108, 16 694, 33 918, 72 497, 115 603, 134 266, 140 895, 159 053, 190 940, 216 985, 219 633, 206 231, 181 176, 147 462, 116 372, 108 641,2 072 474
1077,2015,   Ukraine*,,804,B, 12 214, 16 837, 34 262, 73 411, 117 440, 136 737, 143 618, 161 869, 193 685, 219 574, 221 811, 208 030, 183 486, 151 750, 122 695, 116 505,2 113 924
1078,2020,   Ukraine*,,804,B, 12 191, 37 262, 41 621, 75 108, 141 680, 189 968, 188 996, 173 422, 172 095, 186 186, 192 443, 185 419, 167 783, 141 545, 109 948, 133 631,2 149 298
1086,1990,   Channel Islands*,7,830,B,  274,  471,  636,  848, 1 819, 3 036, 3 113, 2 815, 2 766, 2 938, 2 898, 2 038, 1 473, 1 216, 1 045, 1 619, 29 005
1087,1995,   Channel Islands*,7,830,B,  269,  462,  624,  832, 1 785, 2 980, 3 058, 2 763, 2 714, 2 883, 2 844, 2 000, 1 446, 1 193, 1 026, 1 589, 28 468
1088,2000,   Channel Islands*,7,830,B,  290,  536,  702,  971, 1 871, 2 733, 3 230, 3 128, 3 052, 3 142, 3 017, 2 530, 1 616, 1 065,  918, 1 433, 30 234
1089,2005,   Channel Islands*,7,830,B,  294,  584,  846, 1 300, 2 035, 2 857, 3 443, 3 531, 3 486, 3 453, 3 278, 2 855, 2 169, 1 083,  934, 1 463, 33 611
1090,2010,   Channel Islands*,7,830,B,  300,  638,  999, 1 639, 2 218, 3 009, 3 690, 3 969, 3 954, 3 798, 3 571, 3 208, 2 411, 1 112,  960, 1 506, 36 982
1091,2015,   Channel Islands*,7,830,B,  352,  610,  984, 1 601, 2 222, 3 040, 3 801, 4 170, 4 218, 4 087, 3 855, 3 486, 2 649, 1 324, 1 144, 1 795, 39 338
1092,2020,   Channel Islands*,7,830,B,  673,  942,  779, 1 182, 2 860, 3 728, 3 346, 3 263, 3 690, 3 928, 3 850, 3 578, 2 987, 2 471, 1 066, 1 847, 40 190
1093,1990,   Denmark*,8,208,B, 3 176, 5 712, 6 214, 7 344, 12 218, 16 471, 14 759, 11 008, 10 134, 8 951, 5 777, 3 673, 2 723, 2 085, 1 586, 2 580, 114 411
1094,1995,   Denmark*,8,208,B, 2 824, 5 706, 7 054, 8 038, 14 995, 22 795, 21 534, 16 257, 12 356, 11 032, 8 460, 5 520, 3 727, 2 652, 2 122, 2 122, 147 194
1095,2000,   Denmark*,8,208,B, 3 777, 7 855, 10 425, 11 532, 15 462, 19 540, 23 232, 22 441, 17 703, 13 090, 10 943, 8 542, 5 275, 4 284, 2 661, 3 215, 179 977
1096,2005,   Denmark*,8,208,B, 3 168, 6 907, 9 226, 11 620, 19 133, 26 588, 27 353, 26 450, 22 656, 17 239, 12 916, 10 493, 7 296, 5 313, 3 626, 3 113, 213 097
1097,2010,   Denmark*,8,208,B, 4 250, 6 361, 8 991, 13 500, 25 184, 27 801, 25 012, 24 725, 25 982, 23 713, 17 601, 12 434, 10 014, 7 484, 4 367, 4 610, 242 029
1098,2015,   Denmark*,8,208,B, 4 517, 8 555, 8 451, 12 827, 27 365, 37 136, 34 810, 29 063, 26 730, 26 783, 23 707, 17 339, 11 905, 9 290, 6 574, 6 379, 291 431
1099,2020,   Denmark*,8,208,B, 4 701, 10 785, 12 386, 13 557, 30 154, 43 321, 45 531, 38 902, 31 753, 28 644, 27 854, 22 801, 15 860, 10 815, 8 403, 9 009, 354 476
1100,1990,   Estonia,,233,B, 2 303, 4 059, 5 127, 9 142, 10 891, 16 043, 18 777, 17 753, 13 473, 15 457, 17 249, 14 413, 13 006, 6 241, 3 982, 3 775, 171 691
1101,1995,   Estonia,,233,B, 1 275, 2 290, 3 123, 5 650, 6 937, 9 865, 11 901, 13 042, 12 484, 13 534, 13 868, 11 679, 12 903, 7 425, 5 824, 4 468, 136 268
1102,2000,   Estonia,,233,B,  200,  443, 1 040, 2 034, 2 841, 3 443, 4 765, 8 235, 11 632, 11 707, 10 493, 8 953, 13 007, 8 818, 7 910, 5 323, 100 844
1103,2005,   Estonia,,233,B,  477,  604,  807, 1 410, 2 406, 3 329, 4 374, 6 470, 8 835, 10 476, 11 086, 9 893, 10 945, 7 908, 8 137, 7 087, 94 244
1104,2010,   Estonia,,233,B,  757,  767,  572,  780, 1 967, 3 215, 3 983, 4 687, 6 009, 9 237, 11 696, 10 855, 8 866, 6 993, 8 375, 8 885, 87 644
1105,2015,   Estonia,,233,B,  624,  425,  340,  528, 1 997, 2 945, 3 671, 4 226, 4 835, 5 858, 8 829, 10 964, 10 092, 7 982, 5 671, 11 037, 80 024
1106,2020,   Estonia,,233,B,  910, 1 387, 1 043,  871, 2 824, 4 502, 5 139, 5 110, 5 261, 5 783, 6 676, 9 595, 10 723, 9 346, 6 098, 11 499, 86 767
1107,1990,   Faroe Islands*,9,234,B,  120,  164,  218,  258,  319,  335,  253,  213,  215,  161,  55,  50,  23,  19,  18,  19, 2 440
1108,1995,   Faroe Islands*,9,234,B,  53,  118,  120,  153,  140,  157,  177,  139,  121,  138,  123,  40,  36,  20,  18,  22, 1 575
1109,2000,   Faroe Islands*,9,234,B,  179,  172,  145,  114,  130,  176,  195,  188,  135,  127,  134,  114,  38,  33,  15,  26, 1 921
1110,2005,   Faroe Islands*,9,234,B,  155,  356,  221,  162,  125,  147,  225,  232,  215,  155,  130,  136,  101,  35,  30,  25, 2 450
1111,2010,   Faroe Islands*,9,234,B,  167,  256,  376,  215,  175,  132,  189,  230,  222,  208,  146,  117,  122,  85,  26,  34, 2 700
1112,2015,   Faroe Islands*,9,234,B,  121,  288,  263,  357,  181,  155,  132,  178,  225,  203,  195,  150,  114,  105,  77,  39, 2 783
1113,2020,   Faroe Islands*,9,234,B,  203,  316,  323,  299,  347,  227,  239,  200,  276,  280,  231,  183,  136,  102,  102,  78, 3 542
1114,1990,   Finland*,,246,B, 1 323, 3 039, 3 934, 3 601, 3 328, 3 050, 2 854, 2 351, 1 867, 1 609, 1 033,  748,  577,  841,  644,  883, 31 682
1115,1995,   Finland*,,246,B, 1 271, 2 907, 4 544, 4 779, 5 200, 5 838, 5 991, 5 133, 4 155, 3 115, 1 987, 1 265,  940,  892,  675,  883, 49 575
1116,2000,   Finland*,,246,B, 1 301, 2 916, 5 530, 6 361, 6 925, 8 494, 8 971, 7 485, 5 536, 4 095, 3 075, 2 063, 1 610, 1 080,  837, 1 190, 67 469
1117,2005,   Finland*,,246,B, 1 810, 3 780, 5 454, 6 879, 9 398, 12 848, 13 111, 11 739, 8 927, 7 010, 5 518, 3 814, 2 355, 1 382, 1 067, 1 337, 96 429
1118,2010,   Finland*,,246,B, 2 126, 4 169, 4 658, 6 571, 11 391, 16 334, 15 835, 14 464, 11 702, 9 116, 6 448, 4 521, 3 127, 1 779, 1 340, 1 524, 115 105
1119,2015,   Finland*,,246,B, 2 495, 5 965, 6 674, 7 185, 11 880, 20 806, 24 105, 20 620, 17 389, 13 472, 10 131, 6 971, 4 715, 3 108, 1 657, 2 142, 159 315
1120,2020,   Finland*,,246,B, 2 457, 6 628, 8 700, 10 036, 13 084, 22 591, 28 966, 27 500, 21 918, 17 989, 13 247, 9 669, 6 416, 4 217, 2 671, 2 733, 198 822
1121,1990,   Iceland,,352,B,  308,  427,  433,  442,  436,  463,  392,  365,  280,  233,  181,  121,  89,  41,  25,  12, 4 248
1122,1995,   Iceland,,352,B,  379,  397,  416,  466,  535,  622,  621,  593,  489,  398,  301,  212,  150,  71,  45,  32, 5 727
1123,2000,   Iceland,,352,B,  454,  370,  401,  494,  636,  781,  848,  819,  696,  559,  420,  302,  209,  101,  64,  53, 7 207
1124,2005,   Iceland,,352,B,  523,  692,  728,  791, 1 274, 1 747, 1 654, 1 398, 1 080,  884,  674,  430,  250,  124,  83,  81, 12 413
1125,2010,   Iceland,,352,B,  609,  951, 1 063, 1 114, 1 800, 2 711, 2 471, 2 016, 1 431, 1 194,  948,  545,  321,  169,  122,  154, 17 619
1126,2015,   Iceland,,352,B,  529,  987, 1 010, 1 254, 2 031, 2 435, 2 601, 2 227, 1 758, 1 275, 1 018,  821,  475,  297,  156,  196, 19 070
1127,2020,   Iceland,,352,B,  691, 1 285, 1 417, 1 470, 3 473, 5 707, 5 238, 4 524, 3 606, 2 913, 1 996, 1 444,  966,  441,  273,  272, 35 716
1128,1990,   Ireland,,372,B, 3 338, 7 128, 10 044, 14 178, 13 865, 12 824, 10 677, 9 133, 6 673, 5 754, 4 321, 3 752, 3 052, 2 675, 2 050, 2 629, 112 093
1129,1995,   Ireland,,372,B, 4 327, 7 736, 5 564, 6 693, 10 644, 14 074, 14 073, 11 217, 7 540, 6 696, 5 110, 4 130, 2 977, 2 641, 2 046, 2 616, 108 084
1130,2000,   Ireland,,372,B, 6 012, 10 354, 11 142, 8 113, 14 785, 21 353, 24 591, 21 046, 15 768, 10 066, 8 242, 6 688, 5 154, 3 625, 2 756, 3 264, 172 959
1131,2005,   Ireland,,372,B, 8 373, 15 605, 16 986, 17 127, 32 013, 44 211, 40 490, 37 809, 29 841, 21 051, 13 347, 10 668, 7 721, 5 830, 3 833, 5 005, 309 910
1132,2010,   Ireland,,372,B, 7 019, 15 635, 20 300, 21 168, 29 199, 51 367, 52 406, 44 445, 38 376, 28 528, 19 049, 11 298, 8 125, 5 198, 3 816, 4 511, 360 440
1133,2015,   Ireland,,372,B, 17 862, 22 489, 20 699, 21 177, 22 763, 31 776, 48 112, 46 351, 35 881, 27 428, 21 854, 16 929, 12 997, 10 939, 7 854, 11 227, 376 338
1134,2020,   Ireland,,372,B, 18 408, 22 196, 23 181, 24 804, 26 558, 35 223, 47 453, 56 379, 47 160, 33 716, 25 749, 20 905, 16 710, 12 529, 10 036, 13 749, 434 756
1135,1990,   Isle of Man*,10,833,B,  231,  530,  767,  873,  952, 1 157, 1 317, 1 306, 1 179, 1 316, 1 192, 1 110, 1 029,  913,  941, 1 558, 16 371
1136,1995,   Isle of Man*,10,833,B,  231,  514,  674,  762,  935, 1 278, 1 562, 1 472, 1 336, 1 634, 1 462, 1 266,  998,  921,  949, 1 554, 17 548
1137,2000,   Isle of Man*,10,833,B,  213,  520,  724,  814,  960, 1 230, 1 486, 1 659, 1 628, 1 760, 1 536, 1 483, 1 140, 1 110,  781, 1 681, 18 725
1138,2005,   Isle of Man*,10,833,B,  229,  558,  776,  873, 1 031, 1 321, 1 595, 1 780, 1 748, 1 888, 1 647, 1 591, 1 226, 1 223,  863, 1 865, 20 214
1139,2010,   Isle of Man*,10,833,B,  243,  453,  659,  908, 1 446, 1 839, 1 915, 1 906, 1 892, 1 774, 1 793, 1 498, 1 315, 1 061,  956, 1 703, 21 361
1140,2015,   Isle of Man*,10,833,B,  138,  344,  469,  723,  783,  909, 1 079, 1 302, 1 577, 2 116, 2 268, 1 954, 1 672, 1 729, 1 426, 2 107, 20 596
1141,2020,   Isle of Man*,10,833,B,  210,  315,  374,  614, 1 202, 1 321, 1 110, 1 111, 1 271, 1 636, 2 123, 2 166, 1 920, 1 561, 1 629, 2 424, 20 987
1142,1990,   Latvia,,428,B,  649, 1 990, 4 613, 7 301, 8 489, 11 020, 17 136, 27 619, 34 644, 34 346, 31 089, 28 393, 25 974, 20 909, 18 903, 17 725, 290 800
1143,1995,   Latvia,,428,B,  704, 1 531, 3 364, 5 371, 6 517, 8 634, 13 070, 20 694, 26 370, 27 352, 25 885, 23 781, 21 462, 17 441, 16 412, 15 628, 234 216
