Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1061,2005,   Russian Federation,,643,B, 68 485, 157 352, 405 114, 664 020, 886 793, 984 551,1 049 244,1 108 778,1 181 754,1 161 037,1 070 766, 881 184, 717 115, 413 490, 345 017, 572 888,11 667 588
1062,2010,   Russian Federation,,643,B, 77 094, 131 483, 240 922, 498 966, 869 775,1 017 381,1 035 048,1 050 818,1 048 137,1 102 715,1 069 492, 925 450, 754 832, 452 664, 360 852, 559 081,11 194 710
1063,2015,   Russian Federation,,643,B, 103 753, 148 313, 208 148, 399 487, 825 297,1 126 552,1 154 082,1 114 594,1 080 442,1 086 146,1 091 609, 999 793, 823 955, 504 989, 396 415, 579 701,11 643 276
1064,2020,   Russian Federation,,643,B, 106 255, 149 865, 190 872, 287 787, 538 908, 950 581,1 185 556,1 167 019,1 100 556,1 049 346,1 023 061,1 005 947, 908 811, 742 203, 454 683, 775 461,11 636 911
1065,1990,   Slovakia,,703,B,  381,  990, 1 149, 1 619, 2 121, 2 657, 2 844, 3 358, 4 498, 3 187, 2 676, 3 212, 3 634, 3 306, 2 231, 3 432, 41 295
1066,1995,   Slovakia,,703,B,  376,  931, 1 908, 2 316, 2 644, 3 397, 4 223, 5 216, 5 906, 6 214, 7 756, 5 964, 6 749, 5 218, 4 143, 6 362, 69 323
1067,2000,   Slovakia,,703,B,  539, 1 296, 3 363, 3 903, 4 237, 5 501, 7 205, 9 022, 9 658, 11 403, 15 274, 10 822, 9 090, 7 114, 7 049, 10 900, 116 376
1068,2005,   Slovakia,,703,B, 6 067, 2 890, 2 690, 2 976, 4 438, 5 615, 7 392, 8 783, 9 864, 11 246, 13 327, 11 581, 13 054, 11 277, 7 610, 11 681, 130 491
1069,2010,   Slovakia,,703,B, 7 375, 4 144, 2 213, 2 564, 5 091, 6 193, 7 050, 8 373, 9 906, 11 750, 12 015, 13 640, 18 637, 12 192, 9 654, 15 522, 146 319
1070,2015,   Slovakia,,703,B, 6 302, 9 011, 3 926, 2 633, 5 111, 9 633, 11 191, 12 097, 12 716, 13 997, 14 470, 14 299, 15 560, 17 436, 11 518, 17 724, 177 624
1071,2020,   Slovakia,,703,B, 9 915, 10 402, 8 542, 3 990, 4 156, 8 700, 12 919, 13 759, 14 175, 14 327, 15 397, 14 621, 14 552, 15 693, 15 145, 20 868, 197 161
1072,1990,   Ukraine*,,804,B, 88 583, 191 414, 311 048, 369 748, 397 853, 459 540, 561 315, 646 030, 659 644, 623 374, 555 284, 472 572, 410 028, 346 428, 311 786, 488 273,6 892 920
1073,1995,   Ukraine*,,804,B, 79 322, 171 403, 278 531, 331 094, 356 261, 411 499, 502 635, 578 494, 590 685, 558 206, 497 234, 423 169, 367 163, 310 212, 279 192, 437 238,6 172 338
1074,2000,   Ukraine*,,804,B, 26 176, 65 713, 136 646, 296 819, 302 930, 325 520, 367 584, 465 772, 565 396, 549 360, 527 029, 467 251, 382 958, 336 578, 305 879, 405 476,5 527 087
1075,2005,   Ukraine*,,804,B, 23 917, 60 044, 124 858, 271 214, 276 798, 297 439, 335 874, 425 592, 516 623, 501 970, 481 565, 426 944, 349 922, 307 543, 279 492, 370 507,5 050 302
1076,2010,   Ukraine*,,804,B, 24 384, 33 593, 68 528, 148 079, 240 630, 286 041, 307 782, 355 504, 434 238, 499 775, 510 307, 482 248, 429 571, 365 585, 317 201, 315 301,4 818 767
1077,2015,   Ukraine*,,804,B, 24 871, 34 264, 69 898, 151 040, 245 442, 291 761, 313 937, 362 614, 442 922, 509 770, 520 513, 491 892, 438 162, 372 896, 323 544, 321 616,4 915 142
1078,2020,   Ukraine*,,804,B, 24 946, 76 202, 85 330, 155 300, 297 624, 407 511, 415 443, 390 769, 395 940, 434 952, 454 465, 441 253, 403 291, 350 217, 292 176, 371 968,4 997 387
1086,1990,   Channel Islands*,7,830,B,  535,  964, 1 257, 1 782, 4 298, 6 585, 6 491, 5 990, 5 637, 5 900, 5 781, 3 964, 3 011, 2 606, 2 372, 4 487, 61 660
1087,1995,   Channel Islands*,7,830,B,  526,  947, 1 234, 1 750, 4 219, 6 464, 6 362, 5 880, 5 533, 5 791, 5 675, 3 891, 2 956, 2 558, 2 329, 4 404, 60 519
1088,2000,   Channel Islands*,7,830,B,  573, 1 075, 1 434, 2 084, 4 202, 6 049, 6 915, 6 583, 6 315, 6 370, 6 027, 5 061, 3 488, 2 237, 2 037, 3 851, 64 301
1089,2005,   Channel Islands*,7,830,B,  578, 1 164, 1 719, 2 772, 4 537, 6 278, 7 322, 7 384, 7 171, 6 961, 6 511, 5 680, 4 652, 2 261, 2 058, 3 893, 70 941
1090,2010,   Channel Islands*,7,830,B,  588, 1 265, 2 019, 3 480, 4 919, 6 577, 7 806, 8 259, 8 095, 7 622, 7 062, 6 354, 5 144, 2 310, 2 103, 3 978, 77 581
1091,2015,   Channel Islands*,7,830,B,  687, 1 208, 1 982, 3 387, 4 909, 6 621, 8 010, 8 647, 8 607, 8 176, 7 603, 6 882, 5 632, 2 741, 2 496, 4 719, 82 307
1092,2020,   Channel Islands*,7,830,B, 1 314, 1 862, 1 567, 2 495, 6 309, 8 118, 7 045, 6 758, 7 521, 7 839, 7 582, 7 055, 6 341, 5 111, 2 324, 4 846, 84 087
1093,1990,   Denmark*,8,208,B, 6 499, 12 071, 13 191, 16 156, 24 314, 29 267, 26 768, 21 399, 19 491, 16 575, 11 727, 8 504, 7 340, 6 365, 4 833, 10 689, 235 189
1094,1995,   Denmark*,8,208,B, 5 852, 12 222, 15 182, 17 943, 30 206, 40 892, 39 446, 31 971, 24 036, 20 640, 17 391, 12 987, 10 257, 8 304, 6 634, 9 145, 303 108
1095,2000,   Denmark*,8,208,B, 7 672, 15 757, 20 769, 24 089, 33 781, 41 922, 46 456, 42 907, 34 088, 25 718, 21 519, 17 090, 12 132, 9 526, 6 578, 11 022, 371 026
1096,2005,   Denmark*,8,208,B, 6 452, 13 891, 18 426, 24 341, 41 927, 57 212, 54 838, 50 689, 43 729, 33 953, 25 461, 21 044, 16 839, 11 852, 8 998, 10 731, 440 383
1097,2010,   Denmark*,8,208,B, 8 338, 13 091, 18 125, 26 459, 51 537, 59 619, 54 678, 52 756, 51 709, 45 439, 34 506, 25 222, 19 930, 15 082, 9 999, 14 282, 500 772
1098,2015,   Denmark*,8,208,B, 8 548, 16 529, 17 187, 25 559, 55 889, 75 063, 70 682, 61 576, 56 655, 53 715, 45 928, 34 265, 24 460, 18 724, 13 539, 17 557, 595 876
1099,2020,   Denmark*,8,208,B, 9 112, 20 960, 24 028, 27 254, 61 369, 86 578, 89 327, 78 466, 66 932, 60 215, 55 195, 44 372, 31 858, 22 671, 16 916, 22 321, 717 574
1100,1990,   Estonia,,233,B, 4 542, 8 140, 10 089, 14 288, 19 836, 32 364, 38 998, 37 309, 28 664, 32 855, 38 236, 34 090, 33 509, 19 441, 12 321, 17 315, 381 997
1101,1995,   Estonia,,233,B, 2 519, 4 588, 6 136, 9 247, 12 903, 20 057, 25 036, 27 959, 27 170, 29 658, 31 326, 27 642, 32 703, 21 485, 17 703, 19 623, 315 755
1102,2000,   Estonia,,233,B,  417,  897, 2 040, 4 040, 5 742, 7 316, 10 604, 18 423, 25 902, 26 623, 24 398, 21 159, 32 223, 23 880, 23 573, 22 275, 249 512
1103,2005,   Estonia,,233,B,  991, 1 218, 1 611, 2 831, 4 924, 6 827, 9 212, 13 837, 19 247, 23 406, 25 246, 23 319, 27 073, 21 228, 24 194, 28 537, 233 701
1104,2010,   Estonia,,233,B, 1 572, 1 543, 1 180, 1 613, 4 101, 6 339, 7 803, 9 215, 12 538, 20 172, 26 121, 25 518, 21 889, 18 564, 24 838, 34 884, 217 890
1105,2015,   Estonia,,233,B, 1 201,  915,  734, 1 121, 4 214, 5 462, 6 710, 7 886, 9 104, 11 918, 19 074, 24 627, 24 256, 20 519, 15 908, 41 015, 194 664
1106,2020,   Estonia,,233,B, 1 757, 2 749, 2 084, 1 838, 5 874, 8 021, 8 641, 8 706, 9 335, 10 488, 13 296, 20 699, 24 565, 23 338, 16 457, 41 429, 199 277
1107,1990,   Faroe Islands*,9,234,B,  227,  306,  394,  458,  550,  588,  427,  328,  341,  260,  121,  88,  49,  50,  46,  52, 4 285
1108,1995,   Faroe Islands*,9,234,B,  105,  216,  229,  292,  240,  284,  327,  249,  208,  234,  200,  96,  66,  43,  45,  66, 2 900
1109,2000,   Faroe Islands*,9,234,B,  337,  346,  266,  229,  238,  309,  355,  356,  247,  218,  231,  191,  91,  62,  39,  78, 3 593
1110,2005,   Faroe Islands*,9,234,B,  302,  670,  437,  289,  235,  287,  407,  432,  400,  276,  231,  229,  175,  86,  56,  71, 4 583
1111,2010,   Faroe Islands*,9,234,B,  301,  504,  714,  414,  288,  275,  366,  416,  426,  400,  267,  206,  212,  148,  72,  87, 5 096
1112,2015,   Faroe Islands*,9,234,B,  268,  523,  543,  698,  340,  295,  305,  380,  430,  398,  392,  274,  198,  185,  135,  121, 5 485
1113,2020,   Faroe Islands*,9,234,B,  419,  621,  611,  610,  601,  421,  462,  431,  516,  504,  433,  388,  254,  186,  174,  181, 6 812
1114,1990,   Finland*,,246,B, 2 605, 5 978, 7 726, 7 083, 6 403, 5 748, 5 260, 4 136, 3 157, 2 783, 1 937, 1 541, 1 427, 2 048, 1 822, 3 601, 63 255
1115,1995,   Finland*,,246,B, 2 585, 5 908, 9 219, 9 711, 10 322, 11 337, 11 367, 9 264, 7 191, 5 520, 3 836, 2 699, 2 443, 2 282, 2 031, 4 014, 99 729
1116,2000,   Finland*,,246,B, 2 564, 5 838, 10 712, 12 338, 14 240, 16 925, 17 473, 14 391, 11 224, 8 257, 5 735, 3 856, 3 459, 2 519, 2 242, 4 430, 136 203
1117,2005,   Finland*,,246,B, 3 536, 7 502, 10 480, 13 237, 19 155, 25 390, 25 354, 22 395, 17 944, 14 014, 10 215, 7 075, 5 010, 3 184, 2 816, 4 862, 192 169
1118,2010,   Finland*,,246,B, 4 147, 8 400, 9 177, 12 784, 22 111, 31 259, 30 627, 28 110, 22 830, 18 338, 13 652, 9 571, 6 050, 3 525, 3 102, 4 798, 228 481
1119,2015,   Finland*,,246,B, 4 887, 11 570, 13 466, 14 031, 23 276, 40 476, 45 407, 39 250, 33 994, 26 592, 20 975, 15 165, 10 232, 6 074, 3 366, 6 095, 314 856
1120,2020,   Finland*,,246,B, 4 759, 12 805, 16 972, 18 688, 24 821, 42 722, 54 097, 51 519, 41 784, 35 377, 26 391, 20 546, 14 244, 9 080, 5 255, 6 992, 386 052
1121,1990,   Iceland,,352,B,  590,  843,  880,  960,  995, 1 100,  925,  825,  590,  480,  380,  286,  244,  150,  126,  210, 9 584
1122,1995,   Iceland,,352,B,  741,  785,  843, 1 009, 1 202, 1 392, 1 366, 1 299, 1 040,  821,  620,  472,  385,  237,  199,  327, 12 738
1123,2000,   Iceland,,352,B,  894,  738,  815, 1 068, 1 413, 1 687, 1 802, 1 767, 1 483, 1 155,  856,  656,  523,  323,  270,  442, 15 892
1124,2005,   Iceland,,352,B, 1 015, 1 362, 1 461, 1 633, 2 674, 3 576, 3 252, 2 752, 2 140, 1 731, 1 314,  867,  576,  356,  298,  485, 25 492
1125,2010,   Iceland,,352,B, 1 137, 1 986, 2 108, 2 198, 3 935, 5 465, 4 703, 3 738, 2 797, 2 308, 1 772, 1 078,  630,  389,  326,  521, 35 091
1126,2015,   Iceland,,352,B, 1 081, 1 871, 2 117, 2 478, 4 031, 5 085, 5 273, 4 451, 3 498, 2 724, 2 198, 1 674,  983,  594,  380,  634, 39 072
1127,2020,   Iceland,,352,B, 1 329, 2 450, 2 723, 3 076, 6 720, 9 964, 9 176, 7 878, 6 324, 5 186, 3 723, 2 766, 1 822,  924,  575,  788, 65 424
1128,1990,   Ireland,,372,B, 6 406, 13 686, 19 314, 27 810, 27 843, 26 133, 21 763, 18 561, 13 457, 11 568, 8 715, 7 659, 6 560, 5 910, 4 802, 7 774, 227 961
1129,1995,   Ireland,,372,B, 8 747, 15 465, 11 230, 13 843, 22 963, 29 636, 28 961, 23 095, 15 470, 13 733, 10 539, 8 678, 6 426, 5 788, 4 704, 7 614, 226 892
1130,2000,   Ireland,,372,B, 12 124, 20 425, 22 357, 16 716, 32 267, 43 769, 48 244, 41 454, 31 091, 19 894, 16 408, 13 628, 10 502, 7 399, 5 808, 8 466, 350 552
1131,2005,   Ireland,,372,B, 15 807, 29 003, 31 716, 32 591, 65 999, 86 426, 74 957, 69 424, 54 543, 38 812, 24 849, 20 177, 14 698, 11 193, 7 501, 11 350, 589 046
1132,2010,   Ireland,,372,B, 14 155, 31 089, 40 122, 42 551, 66 652, 110 414, 103 837, 86 120, 73 523, 55 611, 37 691, 22 648, 16 524, 10 761, 7 999, 10 845, 730 542
1133,2015,   Ireland,,372,B, 35 392, 44 341, 40 599, 41 232, 46 581, 71 468, 101 376, 91 143, 69 070, 52 738, 42 916, 33 332, 25 967, 21 982, 15 757, 25 362, 759 256
1134,2020,   Ireland,,372,B, 36 135, 43 326, 45 199, 49 092, 53 133, 73 433, 100 611, 114 572, 91 871, 64 408, 49 472, 41 152, 32 867, 25 048, 20 353, 30 584, 871 256
1135,1990,   Isle of Man*,10,833,B,  446, 1 029, 1 493, 1 737, 1 951, 2 398, 2 693, 2 660, 2 420, 2 708, 2 463, 2 332, 2 292, 1 978, 2 082, 4 087, 34 769
1136,1995,   Isle of Man*,10,833,B,  430, 1 003, 1 319, 1 454, 1 964, 2 671, 3 111, 3 032, 2 704, 3 330, 2 905, 2 524, 2 087, 2 027, 2 134, 4 191, 36 886
1137,2000,   Isle of Man*,10,833,B,  399,  993, 1 400, 1 599, 1 949, 2 527, 3 015, 3 352, 3 305, 3 538, 3 064, 2 980, 2 461, 2 410, 1 809, 4 201, 39 002
1138,2005,   Isle of Man*,10,833,B,  424, 1 055, 1 488, 1 700, 2 072, 2 687, 3 206, 3 564, 3 514, 3 762, 3 258, 3 168, 2 617, 2 562, 1 923, 4 475, 41 475
1139,2010,   Isle of Man*,10,833,B,  447,  848, 1 249, 1 748, 2 872, 3 695, 3 802, 3 771, 3 758, 3 491, 3 502, 2 947, 2 769, 2 248, 2 157, 4 143, 43 447
1140,2015,   Isle of Man*,10,833,B,  260,  629,  908, 1 378, 1 544, 1 880, 2 309, 2 716, 3 316, 4 252, 4 493, 3 974, 3 354, 3 529, 2 842, 4 854, 42 238
1141,2020,   Isle of Man*,10,833,B,  396,  575,  722, 1 167, 2 368, 2 728, 2 376, 2 314, 2 669, 3 283, 4 200, 4 399, 3 845, 3 183, 3 243, 5 572, 43 040
1142,1990,   Latvia,,428,B, 1 183, 3 687, 8 656, 13 776, 16 360, 21 998, 35 200, 57 278, 72 028, 72 445, 66 408, 61 736, 58 649, 52 931, 50 284, 53 388, 646 007
1143,1995,   Latvia,,428,B, 1 300, 2 876, 6 381, 10 249, 12 714, 17 394, 27 103, 43 493, 55 802, 58 912, 56 608, 53 221, 50 049, 45 152, 45 342, 51 497, 538 093
1144,2000,   Latvia,,428,B, 1 366, 2 096, 4 238, 6 916, 9 212, 12 938, 19 353, 30 377, 40 240, 45 605, 46 604, 44 422, 41 260, 37 206, 39 852, 48 493, 430 178
1145,2005,   Latvia,,428,B, 2 283, 3 074, 2 429, 4 232, 12 526, 13 957, 11 700, 15 248, 26 441, 36 354, 41 868, 42 771, 39 791, 35 807, 30 981, 57 263, 376 725
1146,2010,   Latvia,,428,B, 1 787, 1 039, 1 008, 1 964, 4 425, 7 104, 8 529, 11 558, 18 809, 29 668, 37 248, 36 924, 33 107, 29 814, 37 763, 53 039, 313 786
1147,2015,   Latvia,,428,B, 3 471, 1 629,  936, 1 021, 2 133, 3 995, 6 074, 7 352, 10 310, 17 101, 27 272, 34 191, 33 592, 29 743, 25 484, 61 114, 265 418
1148,2020,   Latvia,,428,B, 3 038, 4 217, 1 634, 1 291, 2 654, 3 516, 5 476, 7 009, 8 070, 11 024, 18 013, 27 502, 32 307, 31 030, 23 665, 58 976, 239 422
1149,1990,   Lithuania,,440,B, 8 743, 6 843, 7 846, 10 006, 15 898, 27 654, 35 927, 34 973, 30 265, 25 691, 23 270, 24 750, 32 417, 27 310, 22 686, 14 979, 349 258
1150,1995,   Lithuania,,440,B, 3 730, 4 148, 4 209, 6 021, 7 974, 11 116, 17 886, 26 031, 31 344, 30 580, 25 381, 20 635, 22 073, 25 406, 21 250, 15 803, 273 587
1151,2000,   Lithuania,,440,B,  599, 1 226, 2 403, 4 547, 6 243, 7 588, 11 017, 18 512, 27 025, 28 570, 23 386, 17 651, 18 962, 19 580, 16 265, 10 737, 214 311
1152,2005,   Lithuania,,440,B, 2 718, 3 071, 1 990, 2 511, 4 008, 6 567, 8 805, 10 194, 15 986, 21 869, 26 356, 23 331, 18 967, 14 680, 20 309, 19 847, 201 209
1153,2010,   Lithuania,,440,B, 3 017, 2 284, 1 199, 1 721, 2 980, 4 656, 5 667, 7 049, 10 471, 17 385, 22 982, 19 063, 13 724, 10 253, 15 912, 22 409, 160 772
1154,2015,   Lithuania,,440,B, 8 420, 1 568, 1 288,  922, 1 668, 2 990, 4 175, 4 799, 6 240, 9 804, 15 657, 20 769, 15 546, 10 863, 8 916, 22 396, 136 021
1155,2020,   Lithuania,,440,B, 10 522, 4 695, 1 390, 1 399, 2 371, 4 238, 6 657, 6 996, 7 296, 8 812, 11 627, 16 879, 20 242, 14 016, 8 548, 19 496, 145 184
1156,1990,   Norway*,,578,B, 5 268, 9 422, 9 302, 10 692, 18 305, 26 094, 24 510, 20 168, 17 779, 14 094, 8 722, 6 697, 6 258, 5 941, 3 603, 5 732, 192 587
1157,1995,   Norway*,,578,B, 5 821, 10 635, 11 960, 13 970, 20 584, 28 206, 29 357, 26 753, 22 284, 17 404, 12 596, 9 911, 7 162, 6 476, 3 928, 6 255, 233 302
1158,2000,   Norway*,,578,B, 6 835, 12 689, 15 563, 18 352, 24 489, 32 546, 36 524, 35 452, 28 550, 22 090, 17 466, 13 908, 8 632, 7 524, 4 564, 7 256, 292 440
1159,2005,   Norway*,,578,B, 7 900, 14 509, 17 556, 20 454, 28 962, 42 873, 45 996, 43 281, 37 039, 30 102, 22 592, 16 581, 11 557, 8 455, 5 129, 8 158, 361 144
1160,2010,   Norway*,,578,B, 11 042, 20 141, 24 162, 27 931, 41 041, 64 441, 67 534, 62 470, 55 241, 46 004, 33 644, 23 608, 17 512, 11 609, 7 042, 11 179, 524 601
1161,2015,   Norway*,,578,B, 13 793, 27 512, 30 697, 35 658, 52 554, 90 929, 105 505, 93 149, 78 662, 64 902, 51 487, 36 113, 23 898, 16 757, 10 716, 14 043, 746 375
1162,2020,   Norway*,,578,B, 10 127, 25 839, 36 815, 42 145, 52 669, 84 214, 113 810, 113 101, 96 051, 78 684, 64 059, 48 072, 32 519, 21 126, 14 989, 18 018, 852 238
1163,1990,   Sweden,,752,B, 11 037, 21 693, 31 601, 45 017, 55 800, 76 876, 83 275, 81 280, 78 664, 66 788, 59 425, 50 342, 37 695, 30 370, 25 478, 33 426, 788 767
1164,1995,   Sweden,,752,B, 11 819, 34 735, 45 394, 44 577, 55 485, 79 011, 96 640, 94 643, 87 428, 85 447, 68 482, 62 375, 51 763, 45 362, 34 458, 38 403, 936 022
1165,2000,   Sweden,,752,B, 9 528, 22 579, 43 484, 53 400, 59 400, 76 967, 94 331, 103 748, 97 326, 88 318, 84 799, 67 027, 60 236, 48 528, 40 713, 53 414,1 003 798
1166,2005,   Sweden,,752,B, 11 663, 24 389, 34 533, 55 170, 75 308, 93 114, 100 975, 107 667, 110 784, 101 306, 89 831, 84 467, 65 779, 57 315, 43 932, 69 557,1 125 790
1167,2010,   Sweden,,752,B, 15 979, 33 984, 43 516, 57 643, 92 669, 130 208, 129 740, 123 726, 123 466, 118 430, 102 803, 89 570, 80 689, 62 098, 51 441, 81 252,1 337 214
1168,2015,   Sweden,,752,B, 19 032, 45 446, 58 086, 73 445, 95 397, 150 532, 173 198, 157 159, 142 199, 134 666, 124 507, 104 920, 89 173, 77 753, 57 628, 99 381,1 602 522
1169,2020,   Sweden,,752,B, 25 540, 65 833, 84 103, 106 557, 126 434, 171 826, 216 213, 210 565, 182 425, 159 487, 146 097, 127 968, 105 885, 86 813, 71 222, 116 940,2 003 908
1170,1990,   United Kingdom*,11,826,B, 62 379, 106 000, 119 924, 157 924, 270 789, 361 354, 394 784, 370 012, 326 127, 266 682, 271 131, 240 376, 226 873, 198 709, 123 534, 153 688,3 650 286
1171,1995,   United Kingdom*,11,826,B, 73 196, 85 278, 124 197, 203 197, 360 066, 382 065, 454 665, 420 721, 392 246, 328 502, 261 131, 255 000, 226 351, 222 390, 183 040, 183 248,4 155 293
1172,2000,   United Kingdom*,11,826,B, 78 797, 121 774, 151 870, 216 194, 369 969, 479 354, 482 273, 457 836, 444 029, 392 365, 334 594, 261 750, 258 185, 217 375, 187 980, 275 820,4 730 165
1173,2005,   United Kingdom*,11,826,B, 100 103, 114 802, 147 473, 279 385, 667 312, 749 822, 717 792, 567 541, 498 869, 441 200, 372 373, 306 427, 240 164, 244 595, 193 260, 285 038,5 926 156
1174,2010,   United Kingdom*,11,826,B, 106 467, 201 100, 245 771, 308 772, 590 988, 919 699, 920 707, 748 625, 643 757, 531 592, 448 227, 357 372, 273 679, 237 725, 213 183, 372 000,7 119 664
1175,2015,   United Kingdom*,11,826,B, 113 752, 233 744, 279 741, 356 824, 601 964, 933 065,1 131 803,1 042 187, 829 275, 639 950, 545 588, 455 029, 326 300, 254 992, 232 430, 430 352,8 406 996
1176,2020,   United Kingdom*,11,826,B, 110 450, 250 949, 323 296, 399 976, 612 019, 883 629,1 153 229,1 194 566,1 014 020, 815 399, 631 740, 527 774, 410 265, 307 814, 242 979, 481 482,9 359 587
1184,1990,   Albania,,8,B, 3 268, 3 440, 4 155, 4 818, 6 429, 6 957, 8 264, 8 574, 6 782, 4 477, 2 716, 1 887, 1 377,  886,  838, 1 145, 66 013
1185,1995,   Albania,,8,B, 5 796, 5 768, 5 714, 5 789, 6 478, 6 762, 7 352, 7 375, 5 889, 3 972, 2 589, 1 857, 1 407, 1 175, 1 352, 2 079, 71 354
1186,2000,   Albania,,8,B, 8 642, 8 384, 7 444, 6 841, 6 461, 6 461, 6 218, 5 911, 4 794, 3 346, 2 414, 1 802, 1 426, 1 493, 1 929, 3 129, 76 695
1187,2005,   Albania,,8,B, 9 396, 8 984, 7 438, 5 810, 5 672, 4 190, 3 873, 3 331, 2 786, 2 070, 1 744, 1 371, 1 141, 1 466, 2 045, 3 422, 64 739
1188,2010,   Albania,,8,B, 9 388, 8 893, 7 015, 4 766, 4 804, 2 377, 2 027, 1 352, 1 234, 1 067, 1 181,  994,  878, 1 365, 2 009, 3 434, 52 784
1189,2015,   Albania,,8,B, 9 254, 6 921, 6 487, 5 284, 4 219, 4 575, 2 667, 2 131, 1 469, 1 252, 1 037, 1 033,  837,  709, 1 012, 3 144, 52 031
1190,2020,   Albania,,8,B, 9 204, 6 699, 5 010, 4 769, 4 214, 3 653, 3 784, 2 278, 1 793, 1 251, 1 044,  845,  805,  641,  529, 2 291, 48 810
1191,1990,   Andorra,,20,C,  991, 1 673, 1 919, 1 927, 3 136, 4 821, 5 035, 4 275, 3 441, 2 466, 2 066, 1 856, 1 804, 1 195,  886, 1 400, 38 891
1192,1995,   Andorra,,20,C,  735, 1 354, 1 957, 2 559, 3 411, 4 499, 5 490, 5 324, 4 423, 3 514, 2 543, 2 122, 1 889, 1 767, 1 121, 1 498, 44 206
1193,2000,   Andorra,,20,C,  286,  672, 1 131, 1 382, 2 097, 3 379, 4 682, 5 062, 4 756, 3 910, 3 546, 2 724, 2 065, 1 868, 1 721, 2 866, 42 147
1194,2005,   Andorra,,20,C,  555,  976, 1 152, 1 486, 2 789, 4 831, 5 450, 5 540, 5 540, 4 978, 3 903, 3 376, 2 551, 1 888, 1 645, 3 638, 50 298
1195,2010,   Andorra,,20,C,  403,  863, 1 150, 1 271, 1 945, 3 853, 5 379, 5 658, 5 558, 5 539, 4 850, 3 792, 3 169, 2 363, 1 802, 4 458, 52 053
1196,2015,   Andorra,,20,C,  757,  631,  904, 1 097, 1 124, 2 071, 3 702, 4 614, 4 851, 4 579, 4 392, 3 620, 2 640, 2 130, 1 644, 3 508, 42 264
1197,2020,   Andorra,,20,C,  464,  819,  831, 1 257, 1 797, 2 188, 2 924, 4 164, 4 915, 5 077, 4 711, 4 438, 3 592, 2 579, 2 031, 3 787, 45 574
1198,1990,   Bosnia and Herzegovina,,70,I R, 2 302, 1 363, 1 462, 2 191, 2 743, 3 460, 4 389, 5 398, 5 642, 5 465, 4 823, 4 572, 4 135, 3 308, 1 899, 2 848, 56 000
1199,1995,   Bosnia and Herzegovina,,70,I R, 3 370, 3 242, 2 301, 3 011, 5 332, 6 103, 5 835, 5 766, 5 959, 5 691, 5 307, 4 602, 4 301, 3 830, 3 048, 1 778, 69 476
1200,2000,   Bosnia and Herzegovina,,70,I R, 4 065, 4 030, 3 718, 4 446, 7 454, 9 250, 8 555, 7 245, 6 307, 5 718, 5 036, 4 513, 3 833, 3 448, 3 002, 2 332, 82 952
1201,2005,   Bosnia and Herzegovina,,70,I R, 2 313, 2 334, 2 272, 2 225, 2 923, 4 492, 5 266, 4 736, 3 947, 3 388, 3 012, 2 650, 2 357, 1 996, 1 810, 1 566, 47 287
1202,2010,   Bosnia and Herzegovina,,70,I R, 1 896, 1 844, 1 759, 1 858, 2 690, 3 581, 4 170, 4 229, 3 639, 2 961, 2 455, 2 097, 1 785, 1 540, 1 281, 1 160, 38 945
1203,2015,   Bosnia and Herzegovina,,70,I R, 1 916, 1 871, 1 703, 1 810, 2 640, 3 724, 4 052, 4 030, 3 785, 3 168, 2 540, 2 056, 1 703, 1 411, 1 180, 1 008, 38 597
1204,2020,   Bosnia and Herzegovina,,70,I R, 1 419, 1 320, 1 313, 1 435, 2 334, 3 306, 3 625, 3 476, 3 527, 3 376, 2 834, 2 244, 1 800, 1 454, 1 147, 1 432, 36 042
1205,1990,   Croatia,,191,B, 3 787, 7 643, 11 452, 16 916, 28 626, 45 490, 53 983, 55 362, 48 793, 36 787, 45 347, 38 614, 31 226, 21 580, 10 771, 19 061, 475 438
1206,1995,   Croatia,,191,B, 17 497, 17 664, 17 902, 29 845, 56 066, 68 447, 71 656, 70 486, 65 879, 55 198, 42 207, 48 598, 40 684, 31 719, 20 988, 19 249, 674 085
1207,2000,   Croatia,,191,B, 3 708, 12 764, 23 863, 26 341, 29 675, 37 788, 47 554, 56 979, 59 129, 56 387, 48 558, 38 670, 47 575, 39 860, 28 707, 27 740, 585 298
1208,2005,   Croatia,,191,B, 6 663, 7 884, 13 591, 27 417, 36 952, 37 997, 39 605, 45 877, 54 636, 57 002, 53 863, 46 536, 36 437, 43 273, 34 817, 36 723, 579 273
1209,2010,   Croatia,,191,B, 2 573, 5 557, 10 477, 18 731, 28 510, 32 709, 38 298, 48 821, 51 143, 56 733, 57 583, 53 243, 44 950, 35 272, 38 865, 49 783, 573 248
1210,2015,   Croatia,,191,B,  599, 3 157, 6 033, 13 157, 23 555, 32 093, 35 485, 41 764, 49 948, 53 194, 57 992, 56 395, 51 102, 39 496, 35 442, 61 681, 561 093
1211,2020,   Croatia,,191,B,  350,  870, 2 793, 5 681, 17 244, 27 042, 32 601, 35 966, 42 955, 48 757, 52 436, 56 838, 54 567, 46 986, 34 275, 68 695, 528 056
1212,1990,   Gibraltar*,12,292,B,  589,  522,  505,  520,  813, 1 105, 1 135,  985,  812,  577,  418,  297,  208,  104,  52,  67, 8 709
